health science,creative expression,technology,people,organization,influence,nature,things
4.166666667,3.892857143,4.5,3.85,3.75,4,4,3.916666667
2.416666667,3.785714286,3.9375,3.5,3.35,3.40625,3.083333333,3.125
4.666666667,4.75,4.25,4.5,4.65,4.5625,4.25,4.458333333
3.166666667,2.571428571,2.6875,2.75,3.15,2.84375,3.083333333,2.375
3.333333333,2.607142857,3,3.9,3.3,4.21875,3.25,3.958333333
1,3.5,1.0625,2.05,1.65,1.75,2,1.541666667
4.916666667,4.857142857,4.75,4.9,4.8,4.875,4.75,4.833333333
2.75,3.464285714,2.125,4.25,3.9,4.375,3.583333333,3.25
4,4.535714286,3.125,4.35,4.5,4.65625,3.75,2.916666667
3.083333333,2.321428571,2.9375,2.6,2.85,2.25,3.083333333,3.25
3.416666667,2.607142857,3.0625,2.3,2.15,2.625,3.583333333,3.458333333
2.916666667,2.857142857,3.5,3.15,3.55,3.15625,3.75,3.291666667
4.333333333,4.071428571,3.1875,3.7,3.15,3.65625,4.583333333,2.875
2.916666667,2.214285714,2.6875,3.9,4.2,4.03125,3.666666667,3.041666667
4.333333333,2.928571429,3.625,3.85,2.35,2.75,4.25,3.458333333
2.75,3.071428571,3.6875,3.2,3.75,4.0625,2.583333333,2.625
1,2.142857143,2.4375,2.9,2.9,3.3125,1.166666667,1.75
3,2.678571429,3.25,3.25,3.15,2.8125,3.416666667,2.666666667
3.75,1.964285714,4.0625,3.75,3.75,2.75,3.666666667,4.166666667
3.166666667,3.178571429,2.75,3.55,3.2,3.71875,3.583333333,3.208333333
2.083333333,3.607142857,1.1875,4.25,4.8,1.90625,4.083333333,1.958333333
4.5,3.285714286,3.125,3.9,3.05,3.1875,4.333333333,2.958333333
3.5,4.678571429,3.4375,3.45,3.85,3.78125,4.833333333,2.208333333
3.5,3.5,3.4375,3.65,3.4,3.8125,3.416666667,3.833333333
3.666666667,4.107142857,3.375,4,3,3.40625,3.5,3.416666667
2.583333333,1.75,2.9375,2.55,2.75,2.0625,2.166666667,2.041666667
2.333333333,3.178571429,2.3125,2.75,3,2.84375,2.666666667,2.916666667
3,2.464285714,3.5,3.95,2.1,2.59375,3.166666667,2.875
2.416666667,1.535714286,1.9375,2.85,4.2,1.96875,3.25,2.166666667
3.333333333,3.785714286,2,2.05,1.65,1.5,3.333333333,3.333333333
2.833333333,2.357142857,3,3.2,2.95,2.40625,3.333333333,2.958333333
2.333333333,4.035714286,3.25,2.45,1.7,2.65625,4.666666667,2.875
3,2.857142857,2.75,2.8,3.8,3.5,2.666666667,3.166666667
3.25,3.678571429,1.6875,4.25,3.9,3.875,3.916666667,2.166666667
2.666666667,3.214285714,3.8125,3.25,2.8,3.09375,3.083333333,3.75
3.916666667,4.214285714,4.4375,4.4,4.15,4.125,3.916666667,3.708333333
2.583333333,2.5,2.125,2.2,2.65,3.125,1.75,2.708333333
3,4.464285714,3.875,3.45,3.65,3.625,2.833333333,3.583333333
2,2.178571429,2.25,2.4,2.4,2.125,2,2.083333333
1,1.392857143,1.125,1.4,2.4,1.5625,1.5,1.041666667
3.166666667,3.5,3.6875,3.4,2.05,2.84375,4,4.083333333
2.083333333,2.678571429,2,2.2,2.35,1.5,2.833333333,1.625
2.333333333,3.035714286,3.9375,3.95,4.45,4.5,4.25,3.291666667
4.916666667,3.535714286,3.3125,4.2,3.35,3.90625,3.416666667,3.208333333
3.25,4.464285714,3.25,4,3.5,4.125,4.25,4.041666667
2.75,4.5,3.5625,4.1,4,4.3125,3.833333333,3.125
3.666666667,1.964285714,3.625,3.45,3.55,2.5625,3.583333333,2.541666667
2.833333333,2.464285714,2.25,1.8,1.95,2.40625,1.333333333,1.875
4.583333333,4.5,4.5625,4.45,4.5,4.59375,4.416666667,4.541666667
2.916666667,2.892857143,2.8125,2.6,2.8,3.9375,1.083333333,1.958333333
2.833333333,3.5,2.5625,2.85,2.75,3.40625,3.333333333,2.083333333
3,4.107142857,3.625,3.4,2.05,3.5,3.916666667,4.041666667
2.166666667,2.964285714,2.1875,3.4,2.55,2.4375,2.333333333,2.5
4.333333333,4.214285714,1.9375,4.7,1.65,4.53125,4.25,2.625
1,1.071428571,1,1.4,1.35,2.125,1.5,1.416666667
3.75,3.071428571,2.5625,3.9,3.75,2.625,3.666666667,2.333333333
4.666666667,3.321428571,3.5,4,4.6,3.90625,5,3.458333333
2.333333333,3.142857143,3.5,3.05,3.85,2.4375,3.416666667,2.625
2.083333333,2.357142857,3.625,3.25,2.65,1.9375,3.75,3.041666667
2.25,3.5,3.25,3.3,4.75,3.6875,3.833333333,2.875
2.666666667,1.857142857,1.5,3.05,1.2,1.0625,2.916666667,1
1,2.928571429,1,3.8,3.4,2.78125,1,1.125
3.916666667,3.25,2.8125,3.45,3.7,4.1875,3.583333333,3
2.833333333,1.75,1.5625,3.55,2.9,2.375,4.25,2.208333333
3.75,3.142857143,3.125,4.2,1.8,2.15625,3.833333333,2.458333333
1.75,3.178571429,1.0625,3.5,1.15,1.3125,4.166666667,1.875
2.916666667,3.464285714,2.6875,3.65,4.35,3.71875,4.083333333,3.541666667
3,2.214285714,1.0625,3.65,3.4,3,1.25,1.375
3.166666667,1.714285714,2.25,4.05,3.2,3.21875,1.333333333,1.791666667
4.333333333,1.5,1.0625,4.05,4,1.6875,1.416666667,1.625
3,2.357142857,2.5625,4.2,4.65,3.03125,1.916666667,1.958333333
1.083333333,2.857142857,1.875,4.2,3.9,2.5,1.666666667,1.541666667
3.166666667,3.857142857,3.75,3.3,2.95,3.375,3.583333333,3.5
3.5,3.857142857,3,4.15,3.55,3.71875,3.5,2.333333333
3.5,3.428571429,2.0625,4.05,3.4,2.6875,4,2.666666667
2.25,1.357142857,1.125,2.95,1.95,1.59375,1,1.375
1,2.928571429,1.0625,1.8,1.25,1.1875,2.083333333,1.75
1.666666667,1.392857143,1.25,1.45,1.5,1.09375,2,1.541666667
3.583333333,2.857142857,2.375,4.8,3.45,4.03125,4.416666667,2.958333333
1.916666667,2.357142857,2.875,3.2,3.3,2.875,3.25,2.666666667
3.75,4,3,4.55,3.6,4.25,3.75,3.166666667
2.666666667,4.535714286,2.5,4.2,1.7,3.625,3.5,3.583333333
3.166666667,3.678571429,2.4375,3.65,3.15,2.84375,3.666666667,2.541666667
3.75,3.464285714,3.125,4.25,4,2.6875,4.333333333,2.416666667
2.583333333,3.785714286,1.75,4.15,2.15,3.0625,2.666666667,1.833333333
4.5,4.571428571,4.5625,4.55,4.55,4.65625,4.583333333,4.583333333
3.5,2.392857143,3.0625,2.75,3.85,3.84375,1.416666667,2.291666667
3.083333333,3.357142857,2.8125,3.55,2.25,3.6875,1.333333333,2.958333333
2.916666667,2.392857143,2.9375,3.55,4.1,3.78125,2.5,2.541666667
3,3.142857143,3,3.75,2.2,2.46875,3.666666667,2.166666667
4.25,3.928571429,4.375,4.7,4.6,4.4375,4.5,3.875
3.666666667,3.892857143,3.625,3.9,4.15,4,4.083333333,3.791666667
4.583333333,4.392857143,3.4375,4.5,3.3,4.5,4.916666667,3.708333333
1.416666667,3.178571429,1.375,3.35,1.85,1.96875,4.166666667,2.291666667
1.666666667,2.25,1.1875,3.25,2.65,1.875,3.166666667,1.125
4.333333333,4.428571429,4.4375,4.35,4.4,4.40625,4.5,4.416666667
3.75,2.5,1.625,3.3,1.9,1.90625,3.5,1.833333333
3.833333333,4.142857143,4.1875,4,4.1,4.09375,3.833333333,4.083333333
3.083333333,3.357142857,2.8125,3.5,3.3,2.6875,2.583333333,3.583333333
4,3.285714286,3.9375,4.1,3.75,3.53125,4,4.333333333
2.333333333,1.964285714,2.25,2.35,2.1,2.0625,3.333333333,3.083333333
3.666666667,2.928571429,3.1875,2.9,2.55,2.5,4.083333333,3.541666667
2.916666667,3.535714286,4.4375,3.3,4.1,3.5,3.25,3.458333333
3.583333333,3.214285714,4.3125,3.65,4.25,4,3.5,3.958333333
4.75,4.75,4.8125,4.7,4.75,4.84375,4.75,4.75
4.333333333,4.285714286,3.8125,5,3.95,4.46875,4.916666667,2.916666667
1.75,2.642857143,2.9375,3.85,2.25,2.21875,4.583333333,3.625
2.833333333,1.785714286,2.5625,4,3.75,1.9375,4.5,2
4.416666667,4.214285714,2.9375,4.45,3.15,3.4375,3.75,3.458333333
2.916666667,4.821428571,3.3125,4.4,2.85,3.28125,3.333333333,2.541666667
3.333333333,2.928571429,1.0625,3.95,3.4,2.875,2,1.625
1.666666667,2.892857143,1.8125,1.65,2.05,1.1875,2.166666667,1.958333333
1.25,2.321428571,1.1875,3.25,2.55,3.1875,1.666666667,1.791666667
3.5,3.5,1.75,3.65,3.05,3.6875,4,2.666666667
4.416666667,4.857142857,4,4.7,4.95,4.78125,4.166666667,3.625
4.166666667,3.964285714,3.4375,4.95,3.35,2.6875,4,2.791666667
2.416666667,4.428571429,3.25,3.45,4.1,3.59375,2.916666667,3.166666667
3.75,4.928571429,1.4375,3.15,2.15,3.5625,3.416666667,2.75
3.416666667,4.75,3,4.05,3.75,4.40625,4.5,3.208333333
1.916666667,2.5,2.3125,3.3,2.7,1.4375,2.333333333,2.083333333
1,1,1,1.75,1,1.03125,1,1
3.333333333,4.178571429,3.125,4.4,4.55,3.3125,4,3.333333333
1.916666667,2.392857143,1.4375,3.15,2.6,1.0625,3.25,1.416666667
3.333333333,4.357142857,2.5625,3.5,3.1,3.03125,3.25,3.333333333
4.25,3.678571429,3.8125,3.65,3.4,4.125,3.666666667,3.625
3.5,3.642857143,2.5,4.45,2.8,2.21875,2.083333333,1.625
3.833333333,3.928571429,1.5,3.4,3.5,3.09375,3.25,2.291666667
1,1.464285714,1,3.4,1.15,3.125,1,2.166666667
1,2.857142857,1.5625,3.55,2.95,3.0625,3,1.333333333
2.666666667,3.857142857,1.6875,4.45,3.85,4.03125,4.583333333,2.458333333
4.583333333,4.214285714,4.25,3.55,3.8,4.15625,4.5,4.833333333
3.666666667,2.892857143,1.875,4.75,3.3,2.96875,3.75,2.791666667
1.833333333,3.571428571,1.5,4.8,2.6,3.5,2.416666667,2.333333333
1,2.285714286,1,3.15,3.15,1.71875,1.666666667,2
3.416666667,4.071428571,2.375,4.25,4.2,3.3125,2.916666667,1.958333333
2.25,3.107142857,2.6875,3.45,3.15,3.65625,2.916666667,1.583333333
2.666666667,2.821428571,2.375,3,2.5,1.8125,3.25,2.833333333
1.75,3.428571429,1.4375,3.4,2.6,2.875,2.916666667,1.708333333
2,4.035714286,1.75,4.85,3.8,3.46875,1,1.166666667
3,3.928571429,2.9375,4.5,3.15,2.8125,3.833333333,2.375
1.75,4.428571429,2.1875,3.35,1.4,2.59375,3.833333333,3.416666667
2.166666667,2.392857143,2.625,4,4,2.8125,2.083333333,2
3.166666667,3.214285714,3.1875,4,3.15,3.15625,3.333333333,3.25
2,2.392857143,1.6875,3.05,3,2.21875,2.916666667,1.583333333
2.25,3.178571429,2.25,4,4.2,3.15625,3.25,2.5
1.083333333,1.357142857,1.75,2.5,2.3,1.46875,1.833333333,1.125
1,1.535714286,1.375,1.2,1,1,1.166666667,1.958333333
3.75,2.821428571,1.8125,3.25,1.5,2.46875,3.416666667,1.833333333
2.75,2.821428571,2.6875,2.5,2.6,2.4375,2.666666667,2.666666667
2.916666667,2.5,1.875,3.95,2.95,1.65625,3.833333333,2.708333333
2.25,2,2.4375,4,4.15,2.75,2.083333333,1.333333333
1,1.928571429,1.5,3.8,2.2,1.1875,1.666666667,1.541666667
4.666666667,1.607142857,1.5,3.65,3.05,2.46875,4.333333333,1.791666667
4.916666667,4.214285714,3.3125,4.2,3.5,3.6875,3.25,3.083333333
1,4.321428571,1.625,4.1,3.95,3.40625,2.916666667,1.916666667
3.833333333,2.464285714,1.875,3.25,1,1.4375,3.583333333,1.916666667
2,3.392857143,1.3125,4.35,2.3,1.6875,1.583333333,1.375
3.5,3.357142857,3.5625,4.9,3.6,4.28125,2.333333333,2.041666667
3.666666667,3.964285714,2.5,4.8,4.6,4.3125,3.416666667,3.458333333
1.5,3.928571429,3,4,2.1,3.25,3.416666667,2.625
2,1.928571429,2.0625,2.25,4.15,1.875,3,2.208333333
2,3.285714286,2.1875,4.2,3.25,4,2.416666667,2.041666667
1.333333333,2.321428571,1.8125,2.1,1,1.0625,2.25,1.583333333
5,2.392857143,2.5,3.95,3.05,3.1875,3.833333333,2.75
2.666666667,3.857142857,2.5,3.5,4.05,3.90625,2.666666667,2.5
3.333333333,3.428571429,3.25,3.2,3.2,3.21875,3.833333333,2.625
1.333333333,2.285714286,1,3.15,2.15,1.1875,2.25,1.083333333
1.666666667,1.214285714,1.875,2.45,2.4,1.6875,1.083333333,1
1.583333333,1.535714286,1.75,2.6,1.7,1.03125,3.166666667,1.875
3.833333333,3.392857143,3.125,4.2,4,3.1875,3.666666667,2.958333333
3.333333333,1.892857143,2.9375,3.4,3.45,2.8125,3,3
3.583333333,4.285714286,2.0625,3.4,2,2.03125,3.333333333,2.458333333
1,1.285714286,1.125,2.6,3.15,2.28125,1.916666667,1.166666667
3.583333333,3.678571429,3.5625,4.15,3.4,3.53125,3.583333333,3.083333333
1.416666667,3.571428571,2.125,4.75,3.95,3.03125,2.083333333,2.25
3.333333333,3.178571429,2.625,3.2,2.85,2.90625,3.083333333,1.708333333
1.5,2.142857143,1.625,3.4,2.3,2.125,2.916666667,2.583333333
3.5,3.214285714,3.1875,4.05,3.25,3.3125,3.083333333,2.708333333
3.25,3.535714286,2.75,2.95,3.05,2.875,3.5,2.375
3.916666667,3.892857143,3,4.2,3.2,3.71875,3.666666667,2.541666667
3.583333333,3.928571429,3.3125,5,4.1,4.21875,3.583333333,2.208333333
2.25,3.678571429,2.625,3.45,2.6,2.46875,2.833333333,1.583333333
3.083333333,3.821428571,2,3.3,1.9,1.21875,2.916666667,2.5
1.666666667,4.142857143,4.1875,4.2,3.8,4.21875,3.583333333,3.583333333
2.833333333,2.714285714,3,2.4,3.6,2.875,4.416666667,3.25
1,1.428571429,1.4375,3.4,2.85,2.46875,1.75,1.666666667
5,4.928571429,5,5,5,5,5,4.833333333
3.5,3.571428571,2.25,3.9,3.4,3.125,3.833333333,2.458333333
2.333333333,3.535714286,1.75,3.85,2.8,2.5625,3.5,1.416666667
2.666666667,3.035714286,2.875,3.35,3.65,3.03125,3,2.875
3.25,3.357142857,2.3125,3.25,2.7,2.1875,3.75,2.208333333
3,4.107142857,2.1875,4.3,2.95,2.375,3.833333333,1.875
4.583333333,4.714285714,4.75,4.7,4.8,4.75,4.75,4.708333333
4.583333333,3.428571429,2,4.3,4.1,4.65625,4.25,1.791666667
3.333333333,2.714285714,1.4375,3.9,1.6,1.46875,4.333333333,1.833333333
1.75,2.392857143,2.125,2.85,4.15,2.3125,1.083333333,1.541666667
3.75,3.464285714,2.6875,4.6,2.85,3.15625,3.416666667,3.208333333
1.583333333,3.392857143,1,3.4,2.55,3.09375,3.333333333,2.25
1,2.392857143,1,3.05,1.95,1.21875,2.083333333,1.166666667
1.416666667,2.178571429,1.375,2.9,2.05,2.34375,1.833333333,1
1.666666667,2.75,1,2.75,1.7,1.65625,2.75,1.541666667
3.5,3.071428571,3.0625,3.1,3.15,1.71875,4.5,3.041666667
1,2,1.1875,3.55,2.6,1.40625,1,1.125
2.166666667,2.785714286,2.25,2.65,1.55,1.71875,3.166666667,3.291666667
2,2.928571429,2.4375,2.8,2,2.4375,2.333333333,2.458333333
2,1.5,3.25,2.95,3,2.53125,2.916666667,2.666666667
4.083333333,4.5,4.6875,4.4,4.3,4.375,4.166666667,4.458333333
3.583333333,3.142857143,3.5,4,2.4,2.65625,3.083333333,4.375
4.583333333,3.928571429,4,4.2,4.95,3.96875,4.5,2.666666667
4,3.714285714,2.75,3.85,3.15,3.53125,3.333333333,2.583333333
3.333333333,3.571428571,2.5,3.7,2.5,3.40625,2.666666667,2.666666667
3.75,3.357142857,2.375,3.45,2.65,3.15625,2.5,1.791666667
3.083333333,2.785714286,2.8125,3.45,3.3,2.34375,2.833333333,1.541666667
3.5,3.714285714,3.5,2.9,2.3,2.03125,4,3.666666667
3.333333333,3.285714286,3.5,3.9,3.85,3.53125,4.25,3.75
3.916666667,3.964285714,4.0625,4,4,4.03125,4.083333333,4.25
3.666666667,3.035714286,3,4,2.9,2.4375,3.083333333,2.125
3.083333333,3.464285714,3.8125,3.45,2.75,2.84375,4.166666667,4
2.666666667,3.392857143,2.875,3.65,4,4.21875,3.5,2.75
2,2.964285714,3.125,4.2,2.7,4.09375,2.666666667,2.291666667
2.083333333,2.035714286,1.4375,3.8,1.15,1.09375,1.583333333,1.708333333
2.583333333,3.714285714,3.875,3,3.7,3.90625,3.666666667,3.25
1.416666667,2.25,1.25,2.6,1.85,1.1875,1.416666667,1.375
2.25,3.214285714,1.375,4.55,1.9,1.65625,3.416666667,1.166666667
3,2.678571429,2.6875,3,3.9,2.65625,2.333333333,2.291666667
3,3.142857143,1.75,2.35,3.2,2.71875,4.166666667,2.583333333
2.083333333,3.071428571,1.625,2.75,2.45,2,3.25,1.75
4,3.571428571,3.1875,3.8,2.7,3.40625,3.166666667,3.583333333
1.916666667,3.321428571,2.9375,2.35,2.95,2.90625,2.916666667,2.833333333
1.75,1.25,1.125,2.85,2.05,1.5625,1.333333333,1
2.25,3.75,1.1875,3.35,2.5,2,4.083333333,1.5
2.833333333,1.714285714,1.25,2.75,1.9,1.65625,2.833333333,1.5
1.166666667,1.642857143,2.25,2.75,3.4,2.25,2.666666667,1.416666667
1.333333333,2.357142857,1.0625,2.1,1.75,2,4.333333333,1.916666667
3.083333333,3.678571429,2.4375,4.35,3.9,3.4375,3.916666667,2.5
2.166666667,2.75,2.5,3.2,1.25,2.5,3.416666667,1.708333333
3,4.25,1.625,4.55,3.75,3.71875,3.916666667,2.75
3,3.392857143,3,3,3,3,3,3
1.666666667,1.178571429,1.8125,1,3.3,1.3125,3.666666667,2.125
2.583333333,3.142857143,1.5,2.75,3.05,2.09375,3.666666667,2.25
1.166666667,2.642857143,1,2.85,2.2,1.9375,2.583333333,1.458333333
3.083333333,4.464285714,3.75,3.8,3.35,4.1875,3.25,2.958333333
2.666666667,2.964285714,1.5,3,2.55,3.09375,3.333333333,1.833333333
4.083333333,3.857142857,3.8125,3.8,3.5,3.90625,3.916666667,3.875
3,2.714285714,2.5625,3.45,3.65,3.09375,3.083333333,3.125
1.75,1.357142857,1.5,2.8,1.85,1.375,3.25,1.375
1,1.285714286,1,1.5,1.5,1.125,2.916666667,1.333333333
4.916666667,3.321428571,4.375,4.95,4.95,4.65625,5,3.666666667
3.333333333,3.178571429,3.625,3.15,4.35,3.25,3.583333333,3.916666667
2,1.5,1.3125,3.25,3.9,2.625,2.166666667,1.833333333
3.166666667,3.642857143,3.3125,3,3.1,4,2.583333333,3.291666667
3.916666667,2.857142857,1.75,4.05,2.3,2.4375,2.916666667,2.416666667
3.5,2.821428571,2.4375,4.55,3.05,2.4375,5,3.583333333
3,2.857142857,2.4375,2.6,2.85,2.71875,3.666666667,2.791666667
4.5,4.964285714,3.75,4.6,3.75,4.5,4.833333333,3.458333333
1,3.142857143,1,2.25,3.2,1.8125,2.833333333,1.541666667
2.75,3.035714286,1.3125,3.9,2.6,2.625,2.75,2.041666667
1.75,2.535714286,1.9375,2.5,3.3,2.90625,2.666666667,2.708333333
2.833333333,3.892857143,1.625,3.55,3.3,2.4375,1.916666667,1.708333333
2.25,1.392857143,1.75,2.35,1.75,1.09375,2.166666667,1.416666667
2.416666667,3.214285714,2.8125,2.25,3.15,2.65625,4.166666667,1.625
1.666666667,1.642857143,1.3125,2.1,1.85,1.25,2.75,1.375
1.583333333,4.357142857,2.875,4.65,3.6,4.4375,3.5,2.833333333
3.916666667,3.535714286,1.5,3.3,2.5,2.65625,4.416666667,1.833333333
4.166666667,4.428571429,3.8125,3.75,4.65,4.40625,4.833333333,2.958333333
4.166666667,4.035714286,2.6875,4.3,4.15,3.15625,3.916666667,3.625
2.416666667,2.607142857,2.6875,3.15,2.95,2.71875,3.833333333,2.916666667
2,3.071428571,1.75,2.25,2.55,1.875,2.666666667,2.416666667
4.666666667,2.392857143,3.375,4.15,2.85,2.4375,2.75,1.75
3,3.107142857,2.125,3.3,3.2,2.59375,3.833333333,2.041666667
3.916666667,3,2.875,2.55,3.2,2.0625,2.416666667,2.458333333
3.166666667,4.035714286,2.9375,3.45,3.9,4.375,4.916666667,1.75
5,4.928571429,4.375,4.9,4.6,4.5625,5,4.75
4.333333333,1.928571429,2,2.4,1.45,1.0625,4.5,2.208333333
1,2.428571429,1.25,1.9,1,1,1.583333333,1.5
2.666666667,3.107142857,1.1875,1.75,1,1.28125,3.833333333,1.666666667
3.5,3.964285714,3.75,4.7,3.4,4.71875,3.833333333,3.666666667
3.75,1.892857143,3.0625,3.5,3.85,2.78125,3.833333333,2.333333333
3.416666667,4,3.6875,4.1,3.5,3.34375,4.25,3.416666667
4.416666667,3.678571429,4.5,4.3,4.3,3.75,3.75,3.541666667
1.916666667,2.892857143,2.1875,2.1,2.3,1.96875,2.833333333,1.333333333
4.083333333,4.25,4.25,4.05,4,3.75,3.75,3.958333333
4,2.75,3.4375,3.65,3.4,3.625,3.416666667,3.333333333
3.166666667,2.785714286,3.875,2.05,4.15,4.09375,2.916666667,3.208333333
1,1.071428571,1.375,1,1,1,1,1.041666667
2.583333333,4.071428571,3.125,2.45,1.9,3.5,3.25,2.75
3.333333333,3.535714286,3.3125,3.4,3.1,2.875,3.5,2.916666667
2.583333333,1.964285714,3.5,3.45,3.65,2,4,2.833333333
4.25,3,2.8125,4.15,3.95,3.0625,2.833333333,2.083333333
